"Marca temporal","¿Usas herramientas de inteligencia artificial (como ChatGPT, Gemini, DeepSeek, etc.)?","Sexo","Municipio ","1 Creo que es importante aprender sobre inteligencia artificial (IA)","
2 Las clases de inteligencia artificial (IA) son importantes","3 Creo que en la escuela se debería impartir clases de inteligencia artificial (IA)","4 Creo que todos los estudiantes deberían aprender sobre inteligencia artificial (IA) en la escuela","5 La inteligencia artificial (IA) es muy importante para el desarrollo de la sociedad","6 La inteligencia artificial (IA) está relacionada con mi vida","7 Utilizaré la inteligencia artificial (IA) para resolver problemas de la vida cotidiana","8 La inteligencia artificial (IA) me ayuda a resolver problemas en la vida real","9 En el futuro necesitare inteligencia artificial (IA) en mi vida","10 La inteligencia artificial (IA) es necesaria para todos","11 Quiero trabajar en el campo de la inteligencia artificial (IA)","12 Elegiré un trabajo en el campo de la inteligencia artificial (IA)","13 Participaría en un club relacionado con la inteligencia artificial (IA) si lo hubiera","14 Me gusta utilizar objetos relacionados con la inteligencia artificial (IA)","15 Es divertido aprender sobre la inteligencia artificial (IA)","
16 Quiero seguir aprendiendo sobre la inteligencia artificial (IA)","17 Me interesa los programas de televisión o los videos en línea relacionados con la inteligencia artificial (IA)","18 Quiero hacer algo que haga la vida más humana más cómoda a través de la inteligencia artificial (IA)","
19 Me interesa el desarrollo de la inteligencia artificial (IA)","
20 Es interesante utilizar la inteligencia artificial (IA)","21 Creo que debería haber más horas de clase dedicadas a la inteligencia artificial (IA) en la escuela","22 Creo que puedo manejar bien la inteligencia artificial (IA)"
"2025/06/03 10:05:06 p.m. GMT-6","","Mujer","Santa Clara","3","3","4","4","1","4","3","4","4","2","3","3","4","4","3","4","3","4","5","5","3","4"
"2025/06/03 10:05:24 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/03 10:07:51 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Lerdo","4","3","4","4","4","1","4","5","3","4","1","3","4","4","5","5","4","3","4","4","4","3"
"2025/06/03 10:07:51 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 10:08:29 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 10:09:11 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Santa Clara","5","5","5","5","4","3","2","2","3","2","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/03 10:11:00 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","4","5","1","3","5","4","5","4","3","5","5","5","4","5","5","5","5","5"
"2025/06/03 10:11:57 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 10:11:57 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","4","4","5","4","4","3","4","4","4","4","3","3","3","3","4","4","5","4","4","4","3","4"
"2025/06/03 10:23:30 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","5","4","3","5","5","3","5","5","3","5","5","4","3","5","5","5","3","4","4","5","5","3"
"2025/06/03 10:24:22 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 10:28:16 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","1","5"
"2025/06/03 10:30:14 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","5","5","3","4","3","2","2","2","2","3","3","3","3","3","3","3","2","3","3","3","2","3"
"2025/06/03 10:30:37 p.m. GMT-6","","Hombre","Gómez Palacio","5","2","5","5","4","3","5","5","5","5","2","5","5","4","5","5","5","5","5","5","2","5"
"2025/06/03 10:32:26 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Lerdo","3","3","3","4","3","1","1","1","1","3","4","5","5","4","5","5","5","1","4","3","4","4"
"2025/06/03 10:38:47 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","1","1","2","2","3","2","1","3","2","3","4","2","2","4","4","4","4","3","4","3","2","3"
"2025/06/03 10:46:36 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1"
"2025/06/03 10:51:38 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Santa Clara","4","3","4","4","2","2","2","3","4","3","4","2","4","4","4","4","5","4","3","4","2","4"
"2025/06/03 11:00:22 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Lerdo","3","1","1","3","2","2","3","3","4","4","3","1","3","3","3","4","3","3","3","3","1","4"
"2025/06/03 11:03:04 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Santa Clara","4","4","4","4","2","2","3","2","4","2","4","4","4","4","4","4","4","3","3","4","4","4"
"2025/06/03 11:03:09 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 11:09:44 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","2","3","1","2","2","1","1","1","2","2","2","2","3","3","3","2","2","3","1","2"
"2025/06/03 11:24:03 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","3","3","4","4","4","2","1","1","3","3","3","3","2","2","4","3","2","3","2","3","3","2"
"2025/06/03 11:24:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 11:39:10 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/03 11:40:26 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","4","2","3","1","5","3","5","3","3","3","5","5","5","3","5","5","4","5"
"2025/06/04 12:30:09 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","4","4","3","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4"
"2025/06/04 1:06:09 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 1:59:50 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","3","4","4","4","3","4","3","3","3","4","4","4","4","3","3","3","4","4","4"
"2025/06/04 2:53:05 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","4","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2"
"2025/06/04 3:10:12 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","3","4","3","4","3","4","4","4","4","3","3","4","3","4","4","3","3","3","4","4","4","3"
"2025/06/04 5:28:16 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","4","3","3","3","3","3","3","3","2","2","3","3","3","4","3","3","4","4","3","3"
"2025/06/04 6:08:46 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","2","2","4","2","3","4","5","2","1","1","2","3","4","4","2","3","4","4","1","4"
"2025/06/04 6:20:47 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","4","4","3","3","2","2","2","2","1","1","2","1","2","2","3","3","2","2","3","2"
"2025/06/04 6:36:00 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 6:48:14 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","4","5","5","3","1","1","1","1","1","1","1","1","1","5","5","3","4","3","3","3","3"
"2025/06/04 6:50:12 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 6:57:21 a.m. GMT-6","A veces, ir al cuestionario","Hombre","El oro","3","3","3","3","4","4","5","5","5","5","5","5","5","3","3","3","5","5","5","3","3","3"
"2025/06/04 7:03:33 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 7:24:30 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","1","1","1","1","1","3","2","2","1","1","1","1","3","4","5","2","3","4","2","2","2"
"2025/06/04 7:25:20 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","3","2","3","3","4","3","2","2","1","1","3","3","3","2","3","2","3","2","1"
"2025/06/04 7:33:16 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 7:36:55 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 7:37:12 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","3","2","2","2","3","3","3","3","2","2","2","2","3","3","3","2","2","2","3","3","3","3"
"2025/06/04 7:48:32 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","3","3","3","3","5","5","5","3","5","5","5","5","5","5","5","5","5","3"
"2025/06/04 7:57:21 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","5","4","4","3","3","3","4","3","3","3","3","3","4","3","3","3","3","4","4","3","4"
"2025/06/04 7:59:27 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","4","4","3","2","2","1","1","4","2","1","1","1","3","3","3","2","3","3","3","1","3"
"2025/06/04 8:04:47 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","3","3","3","3","3","3","3","5","5","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 8:13:23 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","3","3","1","1","1","1","1","3","4","3","1","1","1","4","4","4","1","1","1","4","3","2"
"2025/06/04 8:14:05 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","4","4","3","1","1","1","3","1","1","1","3","4","3","3","2","1","1","3","1","3"
"2025/06/04 8:14:32 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:19:07 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:23:26 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","5","5","1","5","1","5","5","1","1","5","5","5","5","2","5","5","5","5"
"2025/06/04 8:23:41 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:45:40 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","4","2","3","5","3","4","4","5","4","3","3","4","3","5","4","2","3","3","3","3","3"
"2025/06/04 8:49:56 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/04 8:54:36 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","4","3","3","5","4","5","4","4","5","5","5","5","5","4","5","5","4","2"
"2025/06/04 9:00:12 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:08:44 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","2","1","5","3","3","5","4","5","4","5","4","5","3","3","2","3","3","3","3","3","5","4"
"2025/06/04 9:11:43 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:19:11 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","1","2","3","2","2","2","3","3","3","2","3","3","3","2","2","2","2","3","3","2","3","3"
"2025/06/04 9:19:18 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:20:21 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Pueblo Nuevo","3","3","3","3","3","2","1","3","3","3","3","3","3","3","4","3","3","3","3","3","3","2"
"2025/06/04 9:22:36 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Pueblo Nuevo","3","3","3","3","3","2","1","1","3","2","1","3","3","3","4","3","3","2","3","3","2","3"
"2025/06/04 9:23:50 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 9:25:52 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Pueblo Nuevo","4","5","4","4","4","4","3","3","4","4","3","3","4","4","4","5","4","4","4","4","4","4"
"2025/06/04 9:26:05 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:26:32 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","1","1","3","5","1","2","1","1","5","5","1","1","5","5","5","5","5","4","5","5","4","5"
"2025/06/04 9:27:17 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Peñom Blanco","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 9:29:28 a.m. GMT-6","A veces, ir al cuestionario","Hombre","El oro","3","4","4","4","3","3","3","2","3","3","2","2","2","3","3","3","3","2","3","3","3","4"
"2025/06/04 9:29:48 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","5","5","5","5","5","3","5","5","5","3","4","4","4","5","5","5","5","5","5","4","4","4"
"2025/06/04 9:34:46 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Lerdo","2","4","4","4","2","1","1","1","4","3","3","1","2","2","3","3","4","2","2","1","1","2"
"2025/06/04 9:35:19 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","4","4","4","3","4","3","3","4","4","3","3","4","4","5","5","5","5","4","5","5","5"
"2025/06/04 9:41:19 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:42:16 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:42:53 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","5","5","5","5","4","3","5","4","5","5","2","4","4","4","4","5","4","3","3","4","4","4"
"2025/06/04 9:48:45 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:51:50 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","5","5","5","5","3","2","3","3","5","5","5","5","5","5","5","5","5","5","5","5","3","5"
"2025/06/04 9:52:54 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Pueblo Nuevo","5","4","3","4","3","3","3","2","4","3","2","2","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 9:56:39 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:56:50 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","3","4","5","3","1","2","1","2","1","1","2","1","2","5","2","5","3","1","4","1","5"
"2025/06/04 10:09:11 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","2","1","1","1","1","1","2","3","3","5","5","2","2","3","3","5","4","5","4","4","4","4"
"2025/06/04 10:13:21 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","3","4","3","5","5","5","3","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 10:17:36 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Lerdo","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 10:31:53 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:34:33 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Indé","3","3","4","4","3","2","2","2","3","3","1","2","2","3","3","2","2","2","1","3","2","2"
"2025/06/04 10:36:02 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","5","5","5","5","1","1","3","1","5","5","5","1","1","2","3","3","1","2","2","4","5","1"
"2025/06/04 10:36:14 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:43:23 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","3","2","2","2","3","1","1","1","1","1","2","2","4","4","3","3","2","2","2","2","2"
"2025/06/04 10:45:29 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:46:04 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:46:57 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","4","4","4","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/04 10:50:19 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Tepehuanes","3","2","1","3","1","1","1","1","1","1","1","3","1","3","2","2","1","1","1","3","1","3"
"2025/06/04 10:55:37 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Tepehuanes","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 10:58:31 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Santa Clara","1","1","1","1","1","1","1","1","2","1","1","1","1","2","3","2","2","3","2","2","1","1"
"2025/06/04 10:59:17 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","2","2","2","2","2","1","1","1","3","2","1","1","2","1","2","2","2","3","2","2","2","3"
"2025/06/04 10:59:40 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Tepehuanes","5","3","3","3","3","5","5","5","5","5","3","3","4","5","5","5","3","5","5","5","3","4"
"2025/06/04 11:02:28 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 11:09:27 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 11:10:37 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","3","3","3","2","1","2","2","1","1","1","3","1","3","3","3","1","1","3","2","1"
"2025/06/04 11:17:04 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Tepehuanes","2","3","1","2","3","3","2","1","3","3","1","1","1","2","2","3","3","2","2","3","2","2"
"2025/06/04 11:25:39 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 11:42:24 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","4","3","2","2","3","1","2","4","3","4","3","3","4","4","4","4","4","4","4","4","2","3"
"2025/06/04 11:57:35 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 11:59:54 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 12:12:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 12:27:57 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 12:35:31 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 12:55:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","3","4","3","3","3","4","3","2","5","4","3","2","3","4","4","4","4","4","3","4","3","3"
"2025/06/04 12:58:20 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Tepehuanes","3","3","3","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 12:59:43 p.m. GMT-6","","Mujer","Santa Clara","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 1:10:39 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 1:10:57 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 1:12:09 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 1:16:18 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 1:19:07 p.m. GMT-6","","Hombre","Durango","4","3","1","3","3","3","3","3","3","3","3","3","4","3","4","4","4","3","4","4","5","4"
"2025/06/04 1:41:00 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Tepehuanes","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 1:44:04 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 1:44:09 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Tepehuanes","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 1:45:54 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Tepehuanes","1","3","2","2","1","5","5","3","3","3","5","2","2","3","3","1","1","1","2","2","2","2"
"2025/06/04 1:48:41 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","5","5","1","5","5","5","4","3","4","4","5","4","4","4","5","5","4"
"2025/06/04 1:50:09 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Tepehuanes","4","5","5","5","4","5","4","5","5","5","5","5","5","4","5","5","4","5","4","4","4","3"
"2025/06/04 1:57:38 p.m. GMT-6","Sí, ir al cuestionario","Mujer","El oro","1","3","1","1","1","3","3","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 2:08:34 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","1","3","3","3","2","3","2","3","3","1","2","2","2","3","2","2","2","2","2","1","2"
"2025/06/04 2:13:55 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 2:14:48 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Tepehuanes","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 2:14:51 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 2:22:04 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 2:29:34 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","4","2","2","4","3","3","4","5","4","3","1","1","1","4","4","4","4","2","1","4","4","2"
"2025/06/04 2:40:00 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","5","1","5","5","5","3","4","3","4","5","1","2","4","4","4","3","5","5","5","5","3","2"
"2025/06/04 2:46:45 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 2:49:00 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 2:55:27 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 2:56:57 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 2:57:39 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","4","4","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 2:58:27 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","3","3","3","3","3","3","4","4","3","3","3","4","4","5","5","3","5","5","5","3","3"
"2025/06/04 2:58:50 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 3:00:04 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 3:01:50 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 3:02:36 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","3","4","4","4","4","5","5","4","5","5","5","5","5","5","5","5","4","4","4","4","4"
"2025/06/04 3:05:19 p.m. GMT-6","","Hombre","Durango","4","3","3","3","3","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1"
"2025/06/04 3:06:18 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 3:07:19 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Tepehuanes","4","4","4","4","4","3","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4"
"2025/06/04 3:14:39 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/04 3:15:15 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","4","4","3","4","3","4","4","4","3","4","4","4","4","3","3","4","4","4","4"
"2025/06/04 3:17:26 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","3","5","5","5","5","5","5","5","5","5","4","2","4","1","3","5","5","5","1","3","2"
"2025/06/04 3:52:56 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","4","3","2","1","2","1","3","4","5","5","5","5","4","4","5","4","3","4"
"2025/06/04 3:58:28 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"2025/06/04 4:05:59 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","1","1","1","1","5","5","5","5","5","5","5","5","3","5","5","2","2"
"2025/06/04 4:09:22 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","2","5","3","1","5","2","3","3","5","5","5","5","2","2","4","5","1","5","5","5"
"2025/06/04 4:21:31 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 4:23:23 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","4","4","4","4","4","4","4","4","4","4","2","3","1","3","4","3","4","4","4","4"
"2025/06/04 4:24:46 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","4","3","3","1","3","2","2","2","3","3","5","3","3","4","2","4","3","3","2","3"
"2025/06/04 4:25:22 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 4:27:12 p.m. GMT-6","","Mujer","Durango","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 4:27:27 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 4:31:35 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 4:32:02 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 4:35:09 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 4:38:01 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 4:40:43 p.m. GMT-6","A veces, ir al cuestionario","Mujer","El oro","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/04 4:43:02 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 4:45:44 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 4:47:14 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
